Date,Canada,France,Germany,Italy,Japan,Britain,America,WTI
2006/5/2,0.626066034,1.115658935,-4.44761876,0.853761931,1.01174746,1.166690317,-1.108295946,0.781990029
2006/5/3,0.533410853,1.145202449,-4.528897072,0.872280981,1.017172255,1.187051774,-1.02800844,0.8017872
2006/5/4,0.5791025,1.166860399,-4.895267762,0.910206595,1.051325473,1.214104935,-0.867941586,0.841609446
2006/5/5,0.57604046,1.145022397,-4.808615457,0.908800044,1.000801985,1.191019122,-0.837769955,0.824701405
2006/5/8,0.580853857,1.134758165,-4.865918534,0.911117467,1.015921292,1.199535609,-0.832597579,0.856329723
2006/5/9,0.52103259,1.13928578,-4.776875477,0.839441215,1.032362361,1.202026117,-0.798880107,0.841607522
2006/5/10,0.498713397,1.085454133,-4.582400095,0.808897113,0.990317891,1.14546926,-0.755762999,0.809311299
2006/5/11,0.502801028,1.08305367,-4.534020674,0.824430381,0.926084635,1.135277835,-0.757530352,0.819903478
2006/5/12,0.537330938,1.104274877,-4.389808209,0.839433286,0.847739954,1.153746326,-0.863717064,0.770999892
2006/5/15,0.491642629,1.105295794,-4.220586872,0.858241688,0.829494025,1.155369847,-0.849210844,0.629753733
2006/5/16,0.482678638,1.061124182,-4.077479509,0.835544125,0.78253126,1.136632861,-0.804884499,0.583852942
2006/5/17,0.496022771,0.974002855,-3.825338496,0.752551752,0.773150767,1.066416138,-0.805675342,0.568869556
2006/5/18,0.525026594,0.977300407,-3.637455379,0.763628007,0.677255107,1.072466935,-0.888307934,0.510086263
2006/5/19,0.538559769,0.958839512,-3.625609324,0.759517487,0.620183228,1.045285772,-0.806122397,0.509345954
2006/5/22,0.415927924,1.024942446,-3.54663718,0.426744238,0.609043148,1.08769164,-0.632392458,0.614680241
2006/5/23,0.422800908,1.029203116,-3.751794369,0.464185967,0.637409815,1.09826526,-0.541602854,0.641532157
2006/5/24,0.416976377,1.045310968,-3.668472573,0.511946679,0.641290036,1.106450128,-0.731002423,0.677500808
2006/5/25,0.446417752,0.896580076,-3.521151525,0.507622371,0.624550462,1.088317696,-0.648593649,0.606256818
2006/5/26,0.369316637,0.928731704,-3.441699615,0.552465994,0.642389776,1.113169592,-0.680267699,0.515893612
2006/5/29,0.414882321,0.951371201,-3.740086442,0.590710308,0.685723518,1.131516331,-0.582855579,0.548738342
2006/5/30,0.413166919,0.973181298,-3.502191609,0.608412859,0.693872176,1.146301584,-0.932724657,0.599981431
2006/5/31,0.36378805,0.965246793,-3.46190513,0.537385067,0.703708255,1.1437702,-0.864663262,0.612670027
2006/6/1,0.384285847,0.966204661,-3.390718547,0.493855591,0.671003443,1.061910091,-0.807819997,0.621278912
2006/6/2,0.364821557,0.928579413,-3.278452328,0.483663287,0.648740607,1.022467725,-0.76555078,0.595730519
2006/6/5,0.362282493,0.88347251,-3.218510435,0.494759055,0.652802903,0.986773834,-0.74629758,0.58471722
2006/6/6,0.373997098,0.802961359,-3.044162348,0.52530026,0.56398439,0.980408319,-0.783859229,0.581370152
2006/6/7,0.356676233,0.804095894,-2.849513905,0.488985837,0.549937764,0.972385521,-0.917873449,0.595306103
2006/6/8,0.301343245,0.725221626,-2.71550161,0.4276297,0.556413026,0.95030932,-0.838498524,0.593083215
2006/6/9,-0.077283395,0.77048334,-2.641443308,0.529579881,0.644483056,1.034650076,-0.934065688,0.673596038
2006/6/12,0.002577735,0.791701285,-3.003778191,0.596441844,0.700625338,1.083770238,-0.789611805,0.618273555
2006/6/13,-0.143573827,0.866946211,-3.187336113,0.681365222,0.775674144,1.134294431,-0.734397182,0.607027115
2006/6/14,-0.124458608,0.846660736,-3.15620955,0.671159738,0.761464054,1.098535476,-0.695607799,0.598455953
2006/6/15,-0.317112027,0.877013,-3.079859407,0.693928322,0.704201421,1.119022593,-0.634220957,0.637027056
2006/6/16,-0.297748371,0.874472634,-3.017080579,0.701624675,0.713252372,1.123343389,-0.721414828,0.623550708
2006/6/19,-0.258449915,0.879329614,-3.132832917,0.714574535,0.72614398,1.11825125,-0.638778025,0.591761478
2006/6/20,-0.261111822,0.846730109,-3.019111996,0.693990193,0.705335776,1.079503745,-0.600357939,0.555021935
2006/6/21,-0.270757747,0.855741593,-2.873215981,0.686710071,0.698865468,1.073099717,-0.641763572,0.471320451
2006/6/22,-0.23600987,0.757886429,-2.73292005,0.642734189,0.684480996,1.018886126,-0.603656577,0.468598757
2006/6/23,-0.307328935,0.75315031,-2.820229033,0.675627768,0.762465762,1.071649965,-0.657274564,0.521938728
2006/6/26,-0.298595829,0.766980625,-2.811855953,0.667231072,0.761260537,1.061737385,-0.696847534,0.550089698
2006/6/27,-0.248308243,0.75197253,-2.743747305,0.569554865,0.74629632,1.028047236,-0.614426018,0.510610614
2006/6/28,-0.227477048,0.732305281,-2.610018323,0.555860166,0.719536907,0.992751819,-0.658512287,0.495553485
2006/6/29,-0.210567285,0.713598788,-2.521464955,0.538137644,0.687519771,0.961628322,-0.629230481,0.460378197
2006/6/30,-0.132280873,0.771680339,-2.864514799,0.557751284,0.720251449,0.938621099,-0.522328847,0.530820348
2006/7/3,-0.135754287,0.754367195,-2.755382506,0.55008228,0.676457197,0.914682585,-0.490447622,0.485995157
2006/7/4,-0.115644079,0.723835769,-2.724316709,0.543608146,0.646714403,0.896676694,-0.444893482,0.474019258
2006/7/5,-0.072095081,0.707607234,-2.940878044,0.59294121,0.693204891,0.907260741,-0.394097515,0.506056564
2006/7/6,-0.117975187,0.721343967,-2.738516208,0.600236268,0.695528865,0.905022461,-0.593437211,0.527797044
2006/7/7,-0.125123268,0.66431215,-2.639356502,0.584121514,0.675470145,0.888651122,-0.57032295,0.52224779
2006/7/10,-0.085531867,0.671473115,-2.684995897,0.543949389,0.672292382,0.874237859,-0.505025098,0.513600116
2006/7/11,-0.131570393,0.674298238,-2.763594967,0.554269061,0.687088048,0.877103749,-0.4247152,0.527121463
2006/7/12,-0.143940056,0.660165968,-2.663202587,0.571933319,0.697962605,0.865155888,-0.487347023,0.499271886
2006/7/13,-0.081553213,0.670426374,-2.559760683,0.575286145,0.671891157,0.86919636,-0.671230603,0.525744462
2006/7/14,-0.152342476,0.646298333,-2.695331963,0.630108719,0.721111909,0.903812634,-0.632973497,0.57931634
2006/7/17,-0.244688358,0.66536453,-2.567986711,0.624465709,0.748540938,0.888758945,-0.687320938,0.572865884
2006/7/18,-0.207983567,0.688092262,-2.798411503,0.655266936,0.770922091,0.884468628,-0.588541431,0.596186583
2006/7/19,-0.172422241,0.692316649,-2.717613705,0.656977294,0.758516096,0.861583138,-0.640610712,0.561253481
2006/7/20,-0.169569509,0.685268996,-2.639039024,0.646030268,0.737619926,0.8467479,-0.659364184,0.552305626
2006/7/21,-0.122140097,0.704307562,-2.769579033,0.628848049,0.774926795,0.874574266,-0.588493434,0.497555893
2006/7/24,-0.177331514,0.712372296,-2.734052945,0.638729478,0.782492483,0.876889327,-0.57923511,0.480135985
2006/7/25,-0.160748495,0.688707155,-2.603618741,0.620829287,0.752812249,0.84846544,-0.601378088,0.454931193
2006/7/26,-0.133952981,0.686693803,-2.666255834,0.620205562,0.75164394,0.843837535,-0.562530064,0.460358039
2006/7/27,-0.106455957,0.696380279,-2.866970274,0.638552292,0.771935994,0.851525375,-0.471464313,0.486496604
2006/7/28,-0.144365526,0.617363425,-2.777469809,0.606957755,0.756225664,0.859287161,-0.417410803,0.499412133
2006/7/31,-0.113920041,0.612380288,-2.702012723,0.596292533,0.723933076,0.846691113,-0.461836944,0.498472698
2006/8/1,-0.095795848,0.58527581,-2.561630656,0.579101523,0.692946775,0.817873674,-0.507546689,0.48977541
2006/8/2,-0.109169472,0.570232154,-2.415342905,0.565189964,0.680277021,0.801867009,-0.554396787,0.461343015
2006/8/3,-0.103368522,0.562418188,-2.417926243,0.551933244,0.659010811,0.787489259,-0.497505677,0.457948939
2006/8/4,-0.076221988,0.545227428,-2.290695911,0.542738302,0.610654806,0.769514688,-0.561304037,0.46008671
2006/8/7,-0.062902461,0.538025308,-2.306657289,0.529655517,0.603771278,0.757332349,-0.507613783,0.44838908
2006/8/8,-0.102257516,0.535991118,-2.258747089,0.526316417,0.610336519,0.755389866,-0.515171437,0.448142123
2006/8/9,-0.098679005,0.536991295,-2.313216965,0.531102615,0.608720474,0.754943454,-0.475609066,0.455747198
2006/8/10,-0.089577912,0.510342819,-2.213805098,0.506172472,0.590152002,0.728235649,-0.454701511,0.423181578
2006/8/11,-0.080710654,0.488900183,-2.158483015,0.492877216,0.564033601,0.708752815,-0.42658945,0.411219305
2006/8/14,-0.067610204,0.478054918,-2.045061659,0.485072171,0.526675206,0.689382829,-0.472261734,0.405748473
2006/8/15,-0.078359584,0.464869671,-1.983204739,0.468022462,0.510563264,0.667925648,-0.445026686,0.395209964
2006/8/16,-0.115010905,0.462161858,-1.906735801,0.432114945,0.5076216,0.65722975,-0.436499738,0.399118292
2006/8/17,-0.111926324,0.438858199,-1.830894031,0.418428936,0.489236619,0.63061504,-0.420870096,0.386551657
2006/8/18,-0.082262517,0.444304288,-1.853395472,0.425922253,0.456798113,0.626440409,-0.412818408,0.395011334
2006/8/21,-0.069300042,0.433818899,-1.77150712,0.401770079,0.446636416,0.600493153,-0.387442164,0.345530779
2006/8/22,-0.076270814,0.42348811,-1.727066087,0.393692929,0.43780953,0.586166764,-0.358582627,0.320762195
2006/8/23,-0.097630843,0.419581988,-1.651850382,0.376388414,0.411875392,0.580374107,-0.329612841,0.290874164
2006/8/24,-0.07017143,0.414787154,-1.728740779,0.360442377,0.41471676,0.585774664,-0.284371636,0.307562889
2006/8/25,-0.053909483,0.413919728,-1.747936549,0.355980496,0.405047971,0.578667876,-0.250531079,0.29876104
2006/8/28,-0.051971227,0.393211807,-1.674169447,0.34227284,0.390593967,0.557115952,-0.237373238,0.280319347
2006/8/29,-0.05888859,0.381718406,-1.584834167,0.3421706,0.398079504,0.549516501,-0.321312464,0.29355021
2006/8/30,-0.071402138,0.342781532,-1.546071063,0.311857865,0.406290811,0.547676526,-0.302365159,0.311231625
2006/8/31,-0.08714818,0.347282753,-1.540220715,0.318189913,0.409038321,0.530650808,-0.283128682,0.305335782
2006/9/1,-0.055831565,0.369286226,-1.649370646,0.311197308,0.416156132,0.530293552,-0.236749708,0.3150187
2006/9/4,-0.133596947,0.385417204,-1.572097478,0.329486296,0.434662838,0.547643833,-0.325023641,0.333507895
2006/9/5,-0.109099857,0.375704913,-1.595816936,0.327471667,0.426472287,0.538550887,-0.298898552,0.335615592
2006/9/6,-0.104149432,0.3606946,-1.532572634,0.319191174,0.401796194,0.525041626,-0.287627309,0.31762578
2006/9/7,-0.12086391,0.337301632,-1.559185886,0.331318214,0.413107404,0.53198449,-0.2662258,0.332563855
2006/9/8,-0.114001975,0.328269965,-1.520133281,0.317429268,0.400468514,0.516219224,-0.2506298,0.322378086
2006/9/11,-0.133812264,0.32287038,-1.44699581,0.31255034,0.380689801,0.502552585,-0.254904776,0.317049746
2006/9/12,-0.126152514,0.321822262,-1.389211326,0.308263821,0.370917091,0.495668333,-0.264108816,0.282801149
2006/9/13,-0.089822393,0.318272603,-1.45167816,0.304332733,0.391146927,0.483243875,-0.234742923,0.279247338
2006/9/14,-0.080432668,0.313784285,-1.419863558,0.298317235,0.38294904,0.46565076,-0.236268161,0.275863067
2006/9/15,-0.069036627,0.294246346,-1.359828142,0.30378839,0.378812023,0.455812675,-0.285735834,0.281941169
2006/9/18,-0.047385339,0.308134814,-1.398234265,0.310302799,0.345060416,0.442592822,-0.256200057,0.29572881
2006/9/19,-0.02896086,0.279894378,-1.336210325,0.293472085,0.348880154,0.441656088,-0.247105353,0.248373833
2006/9/20,-0.033922636,0.269504722,-1.289529238,0.282837592,0.339790356,0.428991832,-0.237348045,0.239675417
2006/9/21,-0.001735927,0.28313056,-1.339048879,0.29712536,0.350792349,0.435713451,-0.281935366,0.255958452
2006/9/22,0.009074432,0.275984596,-1.387347895,0.307457818,0.349220208,0.43450106,-0.255261367,0.266371148
2006/9/25,0.015225925,0.269361923,-1.337324647,0.30097566,0.329526755,0.423398556,-0.242876018,0.241711845
2006/9/26,-0.295769898,0.345693575,-1.248822896,0.375770126,0.339940718,0.489838554,-0.286730873,0.280080694
2006/9/27,-0.277505395,0.336730515,-1.246578065,0.370887082,0.337512277,0.480181873,-0.260198084,0.258969798
2006/9/28,-0.269602981,0.318326163,-1.179479299,0.362753888,0.329928083,0.467703037,-0.283332455,0.253703565
2006/9/29,-0.282071544,0.306411106,-1.134240288,0.348492691,0.323891503,0.455369528,-0.268077465,0.250224468
2006/10/2,-0.269613385,0.296480696,-1.102278904,0.337292056,0.312514919,0.43956217,-0.252106319,0.238148767
2006/10/3,-0.365236135,0.315290392,-1.057545656,0.355356471,0.309833977,0.449646501,-0.246743767,0.239398218
2006/10/4,-0.337834943,0.294422664,-0.99884547,0.358364296,0.314982583,0.439232898,-0.274303213,0.203981185
2006/10/5,-0.347706675,0.286511056,-0.95466856,0.349208574,0.300651305,0.427740494,-0.254861889,0.193125695
2006/10/6,-0.344428822,0.277873532,-0.931010575,0.343289418,0.299177733,0.420511349,-0.229624994,0.164212359
2006/10/9,-0.308667365,0.309570289,-1.110160887,0.376656123,0.336056681,0.453593406,-0.212971166,0.155922918
2006/10/10,-0.292738197,0.315069772,-1.052419583,0.366513529,0.317483473,0.453568887,-0.197075672,0.089597792
2006/10/11,-0.2542926,0.348025814,-1.284784122,0.395270768,0.337282967,0.47729062,-0.133650173,0.114856727
2006/10/12,-0.237079855,0.336796795,-1.249607916,0.381461164,0.333421311,0.465450906,-0.118690003,0.088247597
2006/10/13,-0.224134745,0.330643796,-1.193162997,0.374411589,0.313859661,0.453312704,-0.124706967,0.069776958
2006/10/16,-0.220727664,0.321597022,-1.138854023,0.364456938,0.302644675,0.440382135,-0.121351914,0.051852832
2006/10/17,-0.24664666,0.322637505,-1.077886794,0.334712961,0.271800286,0.437099083,-0.097526897,0.055810515
2006/10/18,-0.213915617,0.313622906,-1.047411635,0.329469915,0.23993957,0.435577338,-0.0995692,0.042286722
2006/10/19,-0.180224933,0.313754954,-1.009707008,0.336106826,0.244006917,0.440876622,-0.189482726,0.044669348
2006/10/20,-0.169320193,0.300087205,-1.000578973,0.336010759,0.251625082,0.439673485,-0.163141462,0.005644097
2006/10/23,-0.20310808,0.290773462,-0.948191964,0.335950787,0.25358966,0.435508211,-0.148882081,-0.015639995
2006/10/24,-0.292620024,0.316489503,-0.968473698,0.366324915,0.285749951,0.452594787,-0.186592741,0.026527307
2006/10/25,-0.297875101,0.315794709,-0.9770436,0.363856552,0.287731859,0.445584126,-0.168102524,0.030053979
2006/10/26,-0.354080638,0.319301505,-0.919267731,0.364990862,0.27208727,0.441668172,-0.166708824,0.042009383
2006/10/27,-0.338564334,0.335633417,-0.904776682,0.37672987,0.270879047,0.449304263,-0.208233526,0.019027944
2006/10/30,-0.313911564,0.325253666,-0.858979045,0.373403911,0.254285906,0.430561107,-0.18721277,-0.02340121
2006/10/31,-0.282530634,0.35052482,-0.925930638,0.394648931,0.257159435,0.451535501,-0.153663362,-0.091744053
2006/11/1,-0.179513378,0.428421241,-1.208630829,0.47285249,0.32888321,0.523262062,-0.22086602,-0.144408775
2006/11/2,-0.16277624,0.421651301,-1.159886331,0.474694272,0.335790548,0.524150085,-0.193038107,-0.240585527
2006/11/3,-0.116393157,0.429349725,-1.266511265,0.478221868,0.363079055,0.539607961,-0.169348838,-0.25800535
2006/11/6,-0.082683382,0.444170667,-1.287296174,0.487883245,0.36502073,0.547397929,-0.169824318,-0.304668697
2006/11/7,-0.1025315,0.481424563,-1.348483783,0.52269894,0.272199003,0.577666718,-0.118167066,-0.284806874
2006/11/8,-0.055430278,0.469293299,-1.356521035,0.544873312,0.307123446,0.589840197,-0.074023457,-0.425155485
2006/11/9,-0.007166688,0.501072985,-1.464598127,0.575141511,0.329679343,0.616257938,-0.009956048,-0.540430914
2006/11/10,-0.024767149,0.468063806,-1.401004709,0.558345714,0.32106971,0.610071874,0.002034087,-0.533813333
2006/11/13,-0.148769349,0.485804738,-1.414830003,0.569395468,0.34580045,0.620221833,0.04278464,-0.500407776
2006/11/14,-0.13948594,0.473122762,-1.361669332,0.554311975,0.335829837,0.603349835,0.048562395,-0.514021531
2006/11/15,-0.215456923,0.477802485,-1.328087534,0.552967091,0.329664826,0.618469128,0.048219573,-0.483578648
2006/11/16,-0.212521957,0.491556925,-1.203728532,0.581345456,0.337954187,0.652226885,-0.237081785,-0.40975118
2006/11/17,-0.187293364,0.484814368,-1.280522787,0.577360173,0.344471856,0.646289208,-0.205781517,-0.379337938
2006/11/20,-0.162565084,0.496857931,-1.297184993,0.585494709,0.355542636,0.635214469,-0.236840962,-0.376518705
2006/11/21,-0.29895606,0.53521189,-1.298244385,0.620015189,0.389234095,0.662483873,-0.169603976,-0.440140627
2006/11/22,-0.37899212,0.539721439,-1.241388491,0.638569665,0.416550391,0.679735234,-0.201241425,-0.452954693
2006/11/23,-0.372170236,0.522435629,-1.17265875,0.621735455,0.403165905,0.633514713,-0.21350107,-0.422521646
2006/11/24,-0.460172357,0.513971778,-1.211715051,0.639705685,0.416566819,0.643492456,-0.159265353,-0.382583977
2006/11/27,-0.490248761,0.506610445,-1.13492675,0.600536615,0.420151517,0.636029043,-0.187177905,-0.350974202
2006/11/28,-0.458263027,0.498676819,-1.149464535,0.608691356,0.435715702,0.642869152,-0.268352688,-0.30987278
2006/11/29,-0.430589886,0.548090174,-1.590186873,0.617693545,0.50533172,0.710853667,-0.154269561,-0.206922786
2006/11/30,-0.414010838,0.526484877,-1.561309306,0.599215791,0.494511173,0.692343884,-0.139232782,-0.1980028
2006/12/1,-0.396522735,0.510270701,-1.490522855,0.575721006,0.479715157,0.670768738,-0.156174361,-0.193255651
2006/12/4,-0.346390069,0.524145839,-1.71154044,0.582415885,0.501224119,0.688566799,-0.09560978,-0.142812352
2006/12/5,-0.301206733,0.529908535,-1.734910843,0.59186035,0.436401607,0.683367853,-0.103246241,-0.10217453
2006/12/6,-0.311294188,0.522697721,-1.704737011,0.580414315,0.424967115,0.667982218,-0.094437417,-0.085592753
