Date,Canada_France,Canada_Germany,Canada_Italy,Canada_Japan,Canada_Britain,Canada_America,Canada_WTI,France_Germany,France_Italy,France_Japan,France_Britain,France_America,France_WTI,Germany_Italy,Germany_Japan,Germany_Britain,Germany_America,Germany_WTI,Italy_Japan,Italy_Britain,Italy_America,Italy_WTI,Japan_Britain,Japan_America,Japan_WTI,Britain_America,Britain_WTI,America_WTI
2006/2/17,-0.138499692,-2.843630087,-0.511336639,-0.117728161,0.019980993,0.87163794,-0.149993849,-2.853343361,-0.247008168,0.027059528,0.08692867,0.121407958,-0.131935365,3.302653728,2.92569421,2.556932962,-2.095940859,2.113964861,0.276837877,0.299764624,0.085000434,0.017869783,0.103044181,0.430952307,0.010375694,-0.076549122,-0.19286078,0.397982227
2006/2/20,-0.129191479,-2.678268146,-0.474913797,-0.105864118,0.021569822,0.69510738,-0.168803882,-2.789015835,-0.227353315,0.031224888,0.083993375,-0.000195898,-0.131008788,3.290499777,2.874041573,2.49612271,-2.375429536,2.077368912,0.258422545,0.279664633,-0.014459192,0.007376914,0.093303024,0.273974984,-0.020916725,-0.19395745,-0.194778082,0.447288551
2006/2/21,-0.123129439,-2.700424719,-0.447726626,-0.096250743,0.020743087,0.625439837,-0.15261362,-2.751049637,-0.213443471,0.032908693,0.079811973,-0.064068788,-0.124205653,3.18495979,2.848907816,2.484645582,-2.106600144,2.07128441,0.246249764,0.263038585,-0.085689016,0.003268604,0.085870661,0.202438249,-0.01915706,-0.246993462,-0.184025397,0.499639437
2006/2/22,-0.109800877,-2.564471723,-0.41352005,-0.086880531,0.024570319,0.535577563,-0.138914851,-2.681093877,-0.19807611,0.026334202,0.073795577,-0.156613724,-0.118402535,3.121008672,2.774805254,2.409143702,-2.353246794,2.022937667,0.22491938,0.243496496,-0.183536848,-0.001188845,0.082601456,0.096667473,-0.017160804,-0.322247247,-0.173534511,0.563076023
2006/2/23,-0.096425284,-2.462235292,-0.383454597,-0.075583492,0.028630268,0.412650701,-0.125240787,-2.618330994,-0.185687912,0.023564424,0.068375498,-0.226848032,-0.111724166,3.04670705,2.703518602,2.351280798,-2.186393518,1.992382023,0.20885031,0.227560175,-0.222706723,-0.001752137,0.078042,1.23302049193086e-05,-0.015246343,-0.390195328,-0.16282457,0.609889212
2006/2/24,-0.086233766,-2.392720078,-0.353868627,-0.073344864,0.033079336,0.422551183,-0.111730115,-2.549852834,-0.172185036,0.01936068,0.064642667,-0.30660803,-0.105531925,2.960698451,2.645502241,2.293775028,-2.545449284,1.948567033,0.193803621,0.21173201,-0.359462101,-0.004856827,0.076307769,-0.072971692,-0.012108007,-0.440601158,-0.153180085,0.671049431
2006/2/27,-0.065435558,-2.345325966,-0.318123945,-0.05857317,0.045490702,0.3057317,-0.092640511,-2.486776731,-0.161372247,0.016566404,0.060579009,-0.341503196,-0.098634913,2.853951994,2.573961138,2.250764428,-1.948070469,1.912736087,0.179382636,0.198427491,-0.347120604,-0.004761192,0.072647563,-0.146308206,-0.009871581,-0.487875114,-0.143106402,0.700683224
2006/2/28,-0.06402265,-2.227623185,-0.305523625,-0.057918487,0.043158606,0.241895181,-0.091844448,-2.40203866,-0.15319288,0.011868431,0.059251799,-0.377718669,-0.096488749,2.778319214,2.482048438,2.174481776,-2.049559404,1.891847288,0.165889211,0.190522115,-0.375561494,-0.005784215,0.07337106,-0.194546098,-0.015714311,-0.518767333,-0.140040123,0.710752924
2006/3/1,-0.055508114,-2.207980262,-0.281711099,-0.048108087,0.046614827,0.205652512,-0.082045858,-2.352741797,-0.142923382,0.011564289,0.056579845,-0.40110045,-0.09138314,2.702032225,2.44652743,2.147093113,-1.856733,1.864354527,0.154547003,0.178810845,-0.403649642,-0.006861362,0.070452276,-0.222220199,-0.013673337,-0.534492617,-0.132434947,0.720822351
2006/3/2,-0.033099105,-2.163003464,-0.249729991,-0.027706563,0.058763888,0.207229179,-0.074870207,-2.313673841,-0.135764076,0.008571955,0.051962168,-0.427731773,-0.087904013,2.646698051,2.414154851,2.11772715,-1.858804386,1.857217563,0.144436979,0.169149781,-0.445581005,-0.003976013,0.06880794,-0.245379997,-0.006466778,-0.546409765,-0.128035737,0.730019977
2006/3/3,-0.023685052,-2.138837194,-0.228108595,-0.031182409,0.063412316,0.19022213,-0.075429083,-2.276669139,-0.128401131,0.0047601,0.049019223,-0.445509582,-0.090925281,2.581686973,2.380544471,2.08971681,-1.767030264,1.844499365,0.133594583,0.159614782,-0.471309211,-0.010940248,0.070606223,-0.26147802,-0.019071208,-0.553628731,-0.129719401,0.728039237
2006/3/6,-0.022665904,-2.111581012,-0.216402708,-0.029808527,0.0591547,0.138177601,-0.072608616,-2.216511577,-0.12185114,0.007575575,0.04573006,-0.454109172,-0.094769379,2.483923325,2.313082732,2.043827724,-1.478169658,1.7988779,0.129824652,0.15065731,-0.467735876,-0.019621675,0.06280821,-0.28626915,-0.010914356,-0.560994136,-0.131144677,0.718559684
2006/3/7,-0.021267513,-2.066454412,-0.204632961,-0.026600787,0.056611959,0.120974012,-0.068379173,-2.158276746,-0.114963551,0.008517602,0.043296127,-0.470020844,-0.092260408,2.407650581,2.254629663,1.994238749,-1.468945767,1.756724812,0.123877371,0.142126641,-0.494201889,-0.021637658,0.058480251,-0.304502821,-0.01077595,-0.567849005,-0.126662158,0.723622942
2006/3/8,-0.017826371,-2.021271332,-0.193225272,-0.017018626,0.054729761,0.084513431,-0.074115969,-2.099118486,-0.109678106,0.00454176,0.040269042,-0.465755683,-0.095494375,2.328120485,2.189274059,1.943645846,-1.209251465,1.704795683,0.112561405,0.134620654,-0.47430106,-0.027518595,0.060914477,-0.298291717,-0.009761472,-0.567185955,-0.126402962,0.711837711
2006/3/9,-0.015243088,-1.957768058,-0.181224291,-0.014711089,0.053388433,0.053437185,-0.06878197,-2.029413207,-0.103459209,0.003796141,0.037953242,-0.471737608,-0.090703937,2.244171356,2.11653622,1.881620401,-1.123157808,1.65197844,0.10569888,0.126876927,-0.477467821,-0.026679399,0.058094873,-0.312262676,-0.009113623,-0.568811355,-0.1196597,0.707204919
2006/3/10,-0.013369448,-1.941665694,-0.171575381,-0.012254131,0.05048264,0.005045221,-0.061723526,-1.982379775,-0.09847172,0.003905236,0.035216626,-0.459854874,-0.084873296,2.170335828,2.070718164,1.846941927,-0.74236501,1.612628575,0.101836817,0.119784015,-0.440935116,-0.024737107,0.053661436,-0.312587252,-0.005798972,-0.560873411,-0.112356584,0.694204521
2006/3/13,-0.010889823,-1.89414012,-0.160947021,-0.010994377,0.049140065,-0.032774746,-0.057638434,-1.920974504,-0.093052392,6.15272890609475e-05,0.033216045,-0.456661997,-0.080456999,2.091059728,2.000763521,1.795370542,-0.537006249,1.567950252,0.091664052,0.11320025,-0.425174064,-0.023474955,0.054863118,-0.318884365,-0.000737771,-0.556706186,-0.106326934,0.679726417
2006/3/14,-0.008659254,-1.84579744,-0.151149791,-0.010296592,0.048233274,-0.053346355,-0.052368315,-1.864292072,-0.088006368,3.92999314691167e-06,0.031426954,-0.453104517,-0.076378771,2.020707863,1.944573576,1.745907353,-0.429408904,1.523460969,0.086711455,0.10699633,-0.418545764,-0.022507367,0.051959701,-0.321913083,0.000435519,-0.549966516,-0.100759934,0.668034372
2006/3/15,-0.003217301,-1.790348285,-0.139924948,-0.002887919,0.049383103,-0.075498081,-0.048890447,-1.804547605,-0.083520755,-0.004503393,0.029588723,-0.449595695,-0.072981127,1.949510008,1.87505866,1.693874776,-0.314570275,1.480619526,0.075997211,0.101359249,-0.408779644,-0.021705477,0.055246625,-0.320602164,0.009291887,-0.54388458,-0.095905963,0.653663654
2006/3/16,-0.001538582,-1.742002969,-0.131008846,-0.006745696,0.048852104,-0.074330407,-0.052545646,-1.75242432,-0.079173153,-0.008010949,0.027992537,-0.451345926,-0.075223767,1.887693019,1.820750296,1.645716828,-0.356736225,1.440805063,0.068076686,0.095727158,-0.421204863,-0.025636967,0.057465163,-0.320483239,0.001264879,-0.536965878,-0.096790388,0.641945192
2006/3/17,0.003691948,-1.631334215,-0.123319854,-0.001905127,0.05084081,-0.063131247,-0.051622266,-1.682273729,-0.075452758,-0.013852115,0.026638204,-0.464162045,-0.075946775,1.827834109,1.744646555,1.575422857,-0.678359173,1.376800552,0.058203396,0.090899403,-0.452467408,-0.026581445,0.061624069,-0.330766852,-0.000305811,-0.535935819,-0.095689651,0.638200116
2006/3/20,0.010837105,-1.565880315,-0.110122047,-0.001655174,0.055582951,-0.085628214,-0.043274146,-1.620589518,-0.071620352,-0.016044694,0.025441404,-0.455426935,-0.072434716,1.755591627,1.676751432,1.521223091,-0.480884441,1.329458825,0.053305756,0.086452852,-0.431184262,-0.025304437,0.060704084,-0.339386968,0.002062856,-0.530425985,-0.091175016,0.625382758
2006/3/21,0.011178742,-1.522595195,-0.104059228,-0.001081208,0.053759641,-0.088145605,-0.042561098,-1.569624252,-0.068118699,-0.015475232,0.024118264,-0.451658766,-0.070904652,1.693662022,1.624959667,1.475131978,-0.466583233,1.284671455,0.05050851,0.082078944,-0.432546834,-0.026306645,0.057972226,-0.339040869,0.000548572,-0.521777529,-0.088536167,0.612271647
2006/3/22,0.011515188,-1.530318316,-0.098560256,-0.000576037,0.052358188,-0.091906447,-0.039143827,-1.549774263,-0.064886983,-0.01536088,0.023742589,-0.437785429,-0.066550925,1.661199766,1.610160746,1.464623624,-0.317721584,1.263055169,0.048869606,0.078422046,-0.420084127,-0.026490664,0.056042745,-0.329162857,0.002304476,-0.506584767,-0.085141512,0.593798432
2006/3/23,0.011007284,-1.459061106,-0.097229602,-0.000246529,0.049440182,-0.093103002,-0.037094866,-1.487120773,-0.063734095,-0.014400027,0.022340329,-0.43277287,-0.064475147,1.597582329,1.546510297,1.403594106,-0.391986731,1.215385247,0.049987587,0.076425085,-0.41711647,-0.02431241,0.052667051,-0.328101386,0.002494341,-0.496071604,-0.082030254,0.5782996
2006/3/24,0.013136225,-1.433886481,-0.089863842,0.000375232,0.049353323,-0.089259069,-0.037967358,-1.457750251,-0.060565259,-0.01422355,0.020915585,-0.439956115,-0.066257403,1.563429133,1.521895545,1.378221858,-0.438536352,1.188389685,0.048418119,0.072352352,-0.436994013,-0.027857095,0.050617903,-0.337653668,-0.000354046,-0.495495268,-0.082574772,0.571477542
2006/3/27,0.007779951,-1.376682819,-0.096471679,0.012684145,0.043870463,-0.090645484,-0.031641882,-1.400358826,-0.06192382,-0.006233952,0.020511564,-0.419188207,-0.061278076,1.499521977,1.465165066,1.326302171,-0.322516452,1.149786438,0.056742638,0.07321852,-0.405887468,-0.023377561,0.044280714,-0.320788922,0.008333051,-0.478647907,-0.078304227,0.556301065
2006/3/28,0.009453278,-1.336111098,-0.092640269,0.015722016,0.043050897,-0.08995855,-0.034814759,-1.35743748,-0.060460701,-0.006639366,0.019205002,-0.413025546,-0.066190183,1.450972443,1.420478446,1.28588125,-0.327340753,1.103282031,0.055692571,0.070629241,-0.401951265,-0.031575894,0.04269032,-0.316799998,0.008741231,-0.468417182,-0.083870291,0.534909777
2006/3/29,0.015381956,-1.278626322,-0.082651833,0.01969087,0.04716691,-0.083125305,-0.038115677,-1.308645546,-0.057304924,-0.00633045,0.018444924,-0.414950352,-0.070774822,1.401937133,1.372401296,1.239504409,-0.40616143,1.05832951,0.052977352,0.067015383,-0.412838362,-0.036581758,0.040811164,-0.320841146,0.003052386,-0.466166682,-0.086365456,0.525651974
2006/3/30,0.01648481,-1.203379833,-0.077343922,0.021146353,0.045735392,-0.078777455,-0.035292469,-1.251511182,-0.054617535,-0.006676614,0.0169299,-0.406208348,-0.067623712,1.346326266,1.31233736,1.180559438,-0.487443166,1.017428488,0.050177814,0.063203965,-0.40637111,-0.035283151,0.038447425,-0.316400576,0.00378531,-0.451767362,-0.082328633,0.510963841
2006/3/31,0.025612923,-1.202238355,-0.067465745,0.030689355,0.050876351,-0.082945462,-0.029280037,-1.231929747,-0.053795816,-0.00625048,0.015798556,-0.390293036,-0.065222522,1.31257846,1.288838832,1.16597409,-0.2754813,0.988171073,0.049522383,0.06113136,-0.380013893,-0.035971439,0.036415898,-0.309126195,0.003661681,-0.441123483,-0.081375847,0.503414857
2006/4/3,0.023504481,-1.139482957,-0.065629457,0.024900813,0.047555311,-0.086782087,-0.030285822,-1.180854533,-0.051063364,-0.010772015,0.015516936,-0.376478061,-0.062784834,1.265264908,1.232380524,1.113280476,-0.320409348,0.957035492,0.041316905,0.058725284,-0.363564436,-0.033552391,0.040502619,-0.295635788,0.004898924,-0.424802009,-0.077613964,0.483205282
2006/4/4,0.022601218,-1.085973126,-0.064950149,0.034842069,0.048244035,-0.080813408,-0.024348466,-1.132246314,-0.050312939,-0.008568382,0.016166447,-0.365430821,-0.060354547,1.215915254,1.179961893,1.069112647,-0.349795668,0.921808564,0.038505796,0.058067456,-0.355127263,-0.034136652,0.042403586,-0.285056072,0.016957688,-0.411970238,-0.076032487,0.46598268
2006/4/5,0.025198226,-1.042164727,-0.059986056,0.030813883,0.048409523,-0.079994356,-0.025875517,-1.093734752,-0.04899482,-0.009768741,0.014938444,-0.381039162,-0.061500733,1.173359471,1.141546769,1.031634317,-0.463795328,0.886847327,0.034848004,0.05555121,-0.381319167,-0.036137587,0.042114276,-0.304888713,0.016307776,-0.42217085,-0.075602843,0.473993365
2006/4/6,0.023961661,-1.000028159,-0.05768156,0.028417296,0.046218217,-0.082792017,-0.0258772,-1.04958903,-0.046861517,-0.01067163,0.014446034,-0.367991817,-0.059911671,1.126222674,1.094241479,0.990425775,-0.430126685,0.852625216,0.03180045,0.053389459,-0.365725729,-0.035248746,0.041713684,-0.295141777,0.014451244,-0.407887316,-0.073341683,0.455120678
2006/4/7,0.026580537,-1.030970103,-0.053142099,0.031240038,0.047515531,-0.085097804,-0.024870307,-1.060660668,-0.044504681,-0.011382422,0.013699161,-0.363541244,-0.060183716,1.122870554,1.100876806,0.996960986,-0.35900297,0.842600751,0.027998845,0.049360731,-0.363814916,-0.04013614,0.042314875,-0.28991323,0.01565017,-0.397643248,-0.072517536,0.437054174
2006/4/10,0.025835645,-1.035611696,-0.055602887,0.03333587,0.043332695,-0.089854923,-0.028241686,-1.063055257,-0.045540625,-0.013866202,0.011946639,-0.348758078,-0.060299984,1.105588277,1.09608799,1.003627734,-0.206116089,0.844766351,0.028590787,0.048796839,-0.340377283,-0.038009005,0.041815837,-0.279604323,0.012852096,-0.381550528,-0.070492273,0.417609234
2006/4/11,0.024126251,-1.02101668,-0.059103555,0.041147164,0.046705701,-0.083819138,-0.019635101,-1.039945851,-0.046934957,-0.009463029,0.014041015,-0.3333082,-0.057320451,1.075585771,1.070735116,0.982581229,-0.143139459,0.821233053,0.032254115,0.05076991,-0.32288557,-0.037192205,0.040994298,-0.26620274,0.01422599,-0.366972103,-0.069610628,0.396488471
2006/4/12,0.022853158,-0.980132596,-0.056907617,0.039564079,0.045071409,-0.08344793,-0.025858775,-0.999407192,-0.044864563,-0.007974256,0.014295498,-0.327467185,-0.061078793,1.036729848,1.030820158,0.944543454,-0.182533859,0.786518835,0.030694478,0.048842943,-0.320840458,-0.042508402,0.039335534,-0.264241134,0.008435437,-0.360226503,-0.072875696,0.38298067
2006/4/13,0.018933379,-0.960311569,-0.057712069,0.0228374,0.041677339,-0.116827546,-0.024850067,-0.96858946,-0.042104362,-0.023149313,0.015544642,-0.328475771,-0.057468118,1.000562622,0.981374854,0.920521055,-0.008509547,0.764940968,0.011505739,0.048200667,-0.304023246,-0.038435179,0.05437378,-0.275075045,0.016826358,-0.363837675,-0.069714438,0.382396464
